	Summary	Job Title	Date	Overall Rating	Pros	Cons
950	Shopee Seller	 Small Business Owner	5 Oct 2022	4.0	It's a good platform for a beginner online seller.	The rules becomes too strict and the amount to pay for the Shopee platform also increases.
951	Soso	 Key Account Manager	5 Oct 2022	3.0	Flexible working hrs Leave and oil good	No work life balance No transparency Treat staff not as well
952	1 year	 Content Analyst	5 Oct 2022	5.0	fun and challenging and learn so much	good employe , royal employe, good
953	Friendly people	 Associate	5 Oct 2022	3.0	People at Shopee are very friendly and collaborative	Unclear management directions which could lead to inefficiency at work
954	Fast pace	 Anonymous Employee	4 Oct 2022	4.0	Fast pace role, good place to grind	Long working hours at times especially during campaigns
955	Formal Employee	 Anonymous Employee	4 Oct 2022	3.0	- fast paced, steep learning curve	"- middle management are not talented, most of them are being pushed to where they were as they have joined the company for many years
- company is too fixated on their beliefs and doesn't want to accept new thinking"
956	Good	 Operations Associate	4 Oct 2022	3.0	Great team and lots of learning	Company growth was not sustainable
957	good	 Recruitment Coordinator	4 Oct 2022	4.0	- a lot of learning - given trust in projects	flexibility in WFO/WFH. now 3/5 is wfo. would prefer if we do WFH more since it saves more money for employees and shopee if they are really cutting cost salary for fresh grads are not good
958	-	 Relationship Manager	4 Oct 2022	5.0	supportive team, free lunch, good health insurance, transportation voucher	super fast paced environment company
959	Overall Feedback	 Recruitment	4 Oct 2022	4.0	- Super good working culture, all the employees there are super friendly - Good company to learn and grow - Has a lot of snacks and drinks in pantries (but currently lesser because they cutting budget)	- Lack of communication, informations and updates given are not tally most of the time
960	Growing so fast	 Business Product Management	4 Oct 2022	4.0	Give freshmen the opportunity to handle big project	Onboarding for freshmen is not comprehensive
961	Great environment	 Senior Software Engineer	4 Oct 2022	4.0	"Access to bunch of technology.
Ability to learn new thing."	Work overtime on some project.
962	Great learning curve	 Associate	4 Oct 2022	4.0	Great learning curve, exposure to growing ecommerce	Hard to achieve work life balance
963	can learn new things but not WLB	 Anonymous Employee	4 Oct 2022	4.0	You can learn about large scale system	Not work life balance and too many tasks
964	Friendly staff	 Anonymous Employee	4 Oct 2022	4.0	Friendly staff, helpful, met a good leader is important	Standby for all the campaign, dday
965	Marketing Associate	 Marketing Associate	4 Oct 2022	4.0	Fast-paced, chill and young environment	Often overtime, may be harder to get promoted
966	Positive experience	 Anonymous Employee	4 Oct 2022	4.0	- Fast growing companies - Relatively healthy culture - Good benefits	- Political - Lack of empathy
967	Analyst	 Customer Service Associate	4 Oct 2022	4.0	Good environment working place, nice-friendly people and co-worker, full snack pantry and good facility. Private health insurance, lunch program, transport allowance.	Should have been more attention to employer performance to get some opportunity to get better career path.
968	Consider before you in	 Algorithm Engineer	3 Oct 2022	3.0	salary is good and the colleagues are good	bad management and too much Chinese employees
969	Life at Shopee	 Analyst	3 Oct 2022	3.0	- good benefits, better than most companies some would say (some who have resigned in the past have said that the salary increase they got from companies they transferred to, was just to cover for the benefits they lack that Shopee offered) - lots of annual freebies, quarterly/monthly special events that engages employees physically, mentally, socially - almost never fails to support employees with their needs (except the part in the Cons)	- work is too fast-paced - workload, deadlines, work processes are all erratic - takes time to add manpower
970	Depends on the team	 Jr. Associate	3 Oct 2022	3.0	If you get good team, youre good Good facility Good bonus	Bad team gives you nightmare Some teams dont stop working Some ppl normalize working even after midnight
971	Review	 Anonymous Employee	3 Oct 2022	2.0	many in-house courses to boost staff development	lack in diversity and inclusion
972	Poor management & business sustainability planning	 Operations	3 Oct 2022	1.0	- Stocked pantry - Good team	- Unclear directions/TOO frequent changes - Drastic changes without considering impact - Top-down culture - Politics
973	Shopee one of the Best	 Senior Marketing Analyst	3 Oct 2022	5.0	Well compensation Tasks are manageable	Sustainability concerns Recent Downsizing But still shopee is one of the best company
974	Good place to learn	 Marketing	3 Oct 2022	4.0	"Good place to learn
Fast paced
Autonomy to decide
Focus on growth"	turnover rate is quite high
975	Great working enviroment	 Quality Assurance Engineer	3 Oct 2022	4.0	Great office space, good and friendly working colleagues	Not much opportunity for career growth
976	Young Company w/ young workforce - good start for early career professionals	 QA Engineer	3 Oct 2022	4.0	"- willing to train
- no need OT unless for certain activities
- nice ppl to work with"	"- lacks documentation on a lot of things
- specific to my former role: i think the methods Shopee uses is not up to par to industry standard
- impt decisions seem to be made on the whim."
977	Doing a QC on products uploaded by seller	 Senior Content Analyst	3 Oct 2022	3.0	good work environment & workcolleague	Not really good career development opportunities in the long run
978	Good first job for fresh grads	 Senior Associate	3 Oct 2022	4.0	"- Good welfare and benefits
- Given autonomy to try new things"	"- Bad working culture
- Long working hours"
979	Good place to learn	 Anonymous Employee	3 Oct 2022	5.0	Exposed to different things, room to grow	The workload can be demanding for some time
980	Not bad	 Software Developer	3 Oct 2022	3.0	you can gain quite lots of experience	Huge workload, and quite low salary
981	Enjoyable experience at Shopee	 Product Management	3 Oct 2022	3.0	1. fast paced and dynamic	1. currently downsizing so hiring might be slow
982	Very nice	 Investment Banking Analyst	3 Oct 2022	5.0	Snacks, environment, team culture is nice	Pay is less, stress is high
983	No career progress	 Associate Business Development (Operations)	3 Oct 2022	3.0	Good pantry, work quite leisure, worklife balance	Slow career development - no chances to moving up in the company. Management only appreciates those who bring money into the company not behind the scene one.
984	I like ReactJS, React Native and NodeJS	 Senior Software Engineer	3 Oct 2022	4.0	We were working with many excellent colleagues and also challenging environment.	Tough time with recently decision
985	Good environement, young atmospher	 Technical Recruiter	2 Oct 2022	4.0	"1. Good working environment, good staff benefits
2. Young atmospher"	1. long working time，Work at seven o 'clock
986	RM	 Legal Assistant	2 Oct 2022	3.0	My teammates and lead were great. They were the reason why I wanted to stay in the company.  There were bonuses.	For my role, there is little to no professional growth.  Very little pay for the work expected from you.
987	na	 Quality Assurance Engineer	2 Oct 2022	3.0	can learn skills， college great	stress no work life balance
988	Business Development	 Business Development	2 Oct 2022	5.0	Supportive teammates, good facility, fresh grad fiendly	Too difficult to be full time employee, high target, underpaid
989	lots of learning opportunities	 Anonymous Employee	2 Oct 2022	5.0	office hour starts at 9:30	"steep learnings
lots of internal changes"
990	Marketing	 Marketing	2 Oct 2022	3.0	Salary & benefits were ok, good start for fresh grad	No work life balance, standby during peak days
