	Summary	Job Title	Date	Overall Rating	Pros	Cons
582	Better than expected	 Vice President	26 Aug 2021	4.0	"-Teammates: everyone works well together with excellent work ethic
-Manager: flexible, reasonable, and understanding. Young but shows great maturity 
-Compensation and benefits are pretty competitive too
-Misconception that you need to be Chinese and speak Chinese to survive. Everyone speaks English and they apologize if they need to speak in Chinese (sometimes they may not know how to explain things in English)"	"-Extremely fast paced, which means that it's a ""do first, talk later"" mentality (can be good or bad) 
-When one of your values is ""Change is a constant"", they mean it. Reorg happens often (can be a good thing sometimes, because more opportunities)
-High turnover rate: so many farewells that we should just build a template for it"
583	Key Account Manager	 Key Account Manager (KAM)	26 Aug 2021	4.0	A good place to experience the e-commerce industry, system UI are simple to understand and use, so even a newbie with no prior e-com experience should be able to pick up fast.	Backend manual intervention is quite significant. Be ready for a very fast paced working lifestyle.
584	Ok	 Anonymous Employee	26 Aug 2021	4.0	Young vibes. Good communication skills.	HIgh turnover rate. Nice pantry
585	Category Manager	 Category Manager	25 Aug 2021	4.0	Good place to work and learn	so many layer in management
586	"Not a company embrace "" put employees first"""	 Vice President of Marketing	24 Aug 2021	2.0	Open to new ideas, collaboration with cross team is good	"Lack of humanity: for the first 3 months, you cant take any sick leaves, you cant use your medical insurance. very much lack of humanity, basically saying due to your probation status that you are no longer human.

On-boarding process: HR welcome videos lacks of professionalism, provides pages of documents for reading but no interactive. security test is like "" real test"" heavily influenced by Alibaba culture i guess. if you want to have the flavour working in China 5-8 years ago, here is the deal. 

Talent quality: 
senior management mostly is from Alibaba, does not have leadership quality such as good presentation skill, set strategy vision, English communication skills and leadership. they might be experts in e-commerce, but hardly you could see them to be employed in senior positions in any other companies. Overall talent quality varies.

Culture: lacks of diversification, most of employees are Asian"
587	Awesome experience	 Associate	23 Aug 2021	5.0	Team is great. Vast opportunity to learn	Some team have Malaysian mentality
588	Fast paced	 Anonymous Employee	23 Aug 2021	3.0	Great colleagues, always helpful and willing to help. Good place to grow as a person, will polish you to be independent and work on your problem solving skills.	Fast paced, not advisable for fresh graduates as there is a lot of independence needed and experience in previous workplace might be a crucial help. Be prepared to work around the clock.
589	Not bad	 Business Analyst	22 Aug 2021	4.0	Great team members, fun and young	relatively lower salary, very standard benefits
590	Fast paced	 Anonymous Employee	20 Aug 2021	3.0	Lots of room for growth and development. Ability to speak mandarin is a plus, especially since many colleagues are located in China office	Messy structure, re-org happens regularly that can disrupt employees work and lower morale without clear directions
591	Work life balance	 Manager	19 Aug 2021	3.0	Nice colleagues & office, job empowerment. Opportunity to learn project management & cross functional teams. Overall compensation package is competitive to market.	Unbalanced workload & overtime everyday. Not ideal for young family. With the overtime commitment and constant change in directions, it is not worth staying long term to get burn out
592	Good to join	 Product Manager	19 Aug 2021	4.0	Nice people and tech team to work Very helping for people to have a stable life	The stakeholder team need to understand more about tech and request the right think to improve
593	its ok	 Digital Marketing Specialist	18 Aug 2021	5.0	"fast learning curve
ppl are generally nice"	"little reward
only the top C level get big bonuses"
594	ok	 Sales Asscociates	16 Aug 2021	3.0	nothing to be commented to lazada, everything is ok, is fine. all the best everyone	stress stress stress stress stress stress stress stress stress stress stress stress stress stress stress stress stress stress stress stress
595	Steep Learning Curve	 Account Manager	13 Aug 2021	3.0	"Good resume booster esp for someone with no tech background
Good exposure working with different brands and countries, especially if you work in regional roles"	"Long working hours
Very high turnover rate
Changes in management and management direction is very common and very often
Chinese language ability will definitely be a strong booster"
596	Great company	 Senior Campaign Analyst	13 Aug 2021	4.0	dynamic vibe with tons of talented people. Deep learning curve	People who prefer routine jobs might feel uncomfortable because this place is very fast-moving
597	Senior Manager	 Regional Manager	11 Aug 2021	5.0	Lots of opportunities to grow and meeting with people of different nationality	Very fast pace but the system is not ready for fast pace
598	Nightmare	 Senior Software Engineer	10 Aug 2021	2.0	"- Salary is good compared to the current market
- Good benefit
- Great location (downtown district 1)
- Flexible working hour"	"- Using in-house tech stack built by Alibaba guys, no good quality, bad docs, can't seek help from outside in case you're stuck.
- No respect for non-Chinese employees.
- Chaotic workflow, clueless management
- Toxic culture"
599	It's okay	 Customer Service	10 Aug 2021	3.0	Good benefits and flexible working environment	Not constant about what they want from you as an employee
600	chinese Culture	 Assistant Manager	10 Aug 2021	2.0	"- Young generation 
- Fast moving company"	"- Chinese culture
- all managements are Chinese"
601	The good thing is the people are willing to help each other, but too many projects going on, without a clear objective!	 Digital Marketer	10 Aug 2021	4.0	Can learn a lot of new things, people are friendly.	Fast-paced, the whole company is not synchronized, doesn't have a proper focus & strategy.
602	High salary, good working environment	 Sales Associate	9 Aug 2021	4.0	High salary, good working environment	Fast working pace, long working hour
603	Work at Lazada Logistics	 Tech Product Manager	6 Aug 2021	1.0	"Job Secured.
Good environment to learn new technologies.
Good Teammates."	"Worst staff management.
Unrealistic KPI.
Specially WH culture is the worst ever. Not a team play environment. Used to dumb others teammates to glow among others.
Some Regional staff not really helping and very sarcastic to local TPM.
No Work Life Balance in WH.
Some HOD will make life miserable by micro management."
